Freq.	-V(n002)/I(I1)
2.70000000000000e+001	(1.13857495694459e+002dB,8.99980733815229e+001°)
2.80000000000000e+001	(1.14178306446244e+002dB,8.99980006384086e+001°)
2.90000000000000e+001	(1.14488213744122e+002dB,8.99979276482961e+001°)
3.00000000000000e+001	(1.14787969780709e+002dB,8.99978544047667e+001°)
3.10000000000000e+001	(1.15078252785425e+002dB,8.99977809010568e+001°)
3.20000000000000e+001	(1.15359676422741e+002dB,8.99977071300997e+001°)
3.30000000000000e+001	(1.15632797743812e+002dB,8.99976330845596e+001°)
3.40000000000000e+001	(1.15898123950750e+002dB,8.99975587568583e+001°)
3.50000000000000e+001	(1.16156118180130e+002dB,8.99974841391980e+001°)
3.60000000000000e+001	(1.16407204471602e+002dB,8.99974092235788e+001°)
3.70000000000000e+001	(1.16651772055601e+002dB,8.99973340018132e+001°)
3.80000000000000e+001	(1.16890179069169e+002dB,8.99972584655386e+001°)
3.90000000000000e+001	(1.17122755789049e+002dB,8.99971826062260e+001°)
4.00000000000000e+001	(1.17349807455398e+002dB,8.99971064151884e+001°)
4.10000000000000e+001	(1.17571616746803e+002dB,8.99970298835865e+001°)
4.20000000000000e+001	(1.17788445957035e+002dB,8.99969530024338e+001°)
4.30000000000000e+001	(1.18000538915646e+002dB,8.99968757625999e+001°)
4.40000000000000e+001	(1.18208122687775e+002dB,8.99967981548136e+001°)
4.50000000000000e+001	(1.18411409082930e+002dB,8.99967201696645e+001°)
4.60000000000000e+001	(1.18610595997946e+002dB,8.99966417976047e+001°)
4.70000000000000e+001	(1.18805868615526e+002dB,8.99965630289487e+001°)
4.80000000000000e+001	(1.18997400476611e+002dB,8.99964838538744e+001°)
4.90000000000000e+001	(1.19185354442191e+002dB,8.99964042624219e+001°)
5.00000000000000e+001	(1.19369883557956e+002dB,8.99963242444935e+001°)
5.10000000000000e+001	(1.19551131833366e+002dB,8.99962437898519e+001°)
5.20000000000000e+001	(1.19729234945052e+002dB,8.99961628881193e+001°)
5.30000000000000e+001	(1.19904320873270e+002dB,8.99960815287753e+001°)
5.40000000000000e+001	(1.20076510478862e+002dB,8.99959997011552e+001°)
5.50000000000000e+001	(1.20245918027312e+002dB,8.99959173944476e+001°)
5.60000000000000e+001	(1.20412651665589e+002dB,8.99958345976917e+001°)
5.70000000000000e+001	(1.20576813856821e+002dB,8.99957512997754e+001°)
5.80000000000000e+001	(1.20738501777183e+002dB,8.99956674894315e+001°)
5.90000000000000e+001	(1.20897807678879e+002dB,8.99955831552352e+001°)
6.00000000000000e+001	(1.21054819222642e+002dB,8.99954982856010e+001°)
6.10000000000000e+001	(1.21209619782771e+002dB,8.99954128687790e+001°)
6.20000000000000e+001	(1.21362288727402e+002dB,8.99953268928512e+001°)
6.30000000000000e+001	(1.21512901676358e+002dB,8.99952403457284e+001°)
6.40000000000000e+001	(1.21661530738736e+002dB,8.99951532151458e+001°)
6.50000000000000e+001	(1.21808244732087e+002dB,8.99950654886594e+001°)
6.60000000000000e+001	(1.21953109384901e+002dB,8.99949771536413e+001°)
6.70000000000000e+001	(1.22096187523874e+002dB,8.99948881972762e+001°)
6.80000000000000e+001	(1.22237539247342e+002dB,8.99947986065561e+001°)
6.90000000000000e+001	(1.22377222086081e+002dB,8.99947083682763e+001°)
7.00000000000000e+001	(1.22515291152551e+002dB,8.99946174690306e+001°)
7.10000000000000e+001	(1.22651799279595e+002dB,8.99945258952062e+001°)
7.20000000000000e+001	(1.22786797149458e+002dB,8.99944336329785e+001°)
7.30000000000000e+001	(1.22920333413940e+002dB,8.99943406683067e+001°)
7.40000000000000e+001	(1.23052454806400e+002dB,8.99942469869275e+001°)
7.50000000000000e+001	(1.23183206246270e+002dB,8.99941525743502e+001°)
7.60000000000000e+001	(1.23312630936681e+002dB,8.99940574158510e+001°)
7.70000000000000e+001	(1.23440770455734e+002dB,8.99939614964670e+001°)
7.80000000000000e+001	(1.23567664841913e+002dB,8.99938648009902e+001°)
7.90000000000000e+001	(1.23693352674083e+002dB,8.99937673139616e+001°)
8.00000000000000e+001	(1.23817871146505e+002dB,8.99936690196646e+001°)
8.10000000000000e+001	(1.23941256139200e+002dB,8.99935699021187e+001°)
8.20000000000000e+001	(1.24063542284042e+002dB,8.99934699450726e+001°)
8.30000000000000e+001	(1.24184763026878e+002dB,8.99933691319977e+001°)
8.40000000000000e+001	(1.24304950685955e+002dB,8.99932674460805e+001°)
8.50000000000000e+001	(1.24424136506933e+002dB,8.99931648702156e+001°)
8.60000000000000e+001	(1.24542350714700e+002dB,8.99930613869985e+001°)
8.70000000000000e+001	(1.24659622562246e+002dB,8.99929569787173e+001°)
8.80000000000000e+001	(1.24775980376766e+002dB,8.99928516273454e+001°)
8.90000000000000e+001	(1.24891451603203e+002dB,8.99927453145328e+001°)
9.00000000000000e+001	(1.25006062845385e+002dB,8.99926380215983e+001°)
9.10000000000000e+001	(1.25119839904943e+002dB,8.99925297295203e+001°)
9.20000000000000e+001	(1.25232807818124e+002dB,8.99924204189286e+001°)
9.30000000000000e+001	(1.25344990890669e+002dB,8.99923100700946e+001°)
9.40000000000000e+001	(1.25456412730849e+002dB,8.99921986629224e+001°)
9.50000000000000e+001	(1.25567096280811e+002dB,8.99920861769391e+001°)
9.60000000000000e+001	(1.25677063846316e+002dB,8.99919725912845e+001°)
9.70000000000000e+001	(1.25786337124979e+002dB,8.99918578847013e+001°)
9.80000000000000e+001	(1.25894937233100e+002dB,8.99917420355245e+001°)
9.90000000000000e+001	(1.26002884731188e+002dB,8.99916250216701e+001°)
1.00000000000000e+002	(1.26110199648241e+002dB,8.99915068206246e+001°)
1.01000000000000e+002	(1.26216901504862e+002dB,8.99913874094329e+001°)
1.02000000000000e+002	(1.26323009335291e+002dB,8.99912667646871e+001°)
1.03000000000000e+002	(1.26428541708401e+002dB,8.99911448625135e+001°)
1.04000000000000e+002	(1.26533516747737e+002dB,8.99910216785605e+001°)
1.05000000000000e+002	(1.26637952150643e+002dB,8.99908971879855e+001°)
1.06000000000000e+002	(1.26741865206533e+002dB,8.99907713654417e+001°)
1.07000000000000e+002	(1.26845272814358e+002dB,8.99906441850640e+001°)
1.08000000000000e+002	(1.26948191499316e+002dB,8.99905156204549e+001°)
1.09000000000000e+002	(1.27050637428842e+002dB,8.99903856446699e+001°)
1.10000000000000e+002	(1.27152626427933e+002dB,8.99902542302022e+001°)
1.11000000000000e+002	(1.27254173993822e+002dB,8.99901213489674e+001°)
1.12000000000000e+002	(1.27355295310072e+002dB,8.99899869722869e+001°)
1.13000000000000e+002	(1.27456005260087e+002dB,8.99898510708717e+001°)
1.14000000000000e+002	(1.27556318440099e+002dB,8.99897136148050e+001°)
1.15000000000000e+002	(1.27656249171646e+002dB,8.99895745735246e+001°)
1.16000000000000e+002	(1.27755811513581e+002dB,8.99894339158043e+001°)
1.17000000000000e+002	(1.27855019273625e+002dB,8.99892916097355e+001°)
1.18000000000000e+002	(1.27953886019498e+002dB,8.99891476227072e+001°)
1.19000000000000e+002	(1.28052425089652e+002dB,8.99890019213858e+001°)
1.20000000000000e+002	(1.28150649603626e+002dB,8.99888544716948e+001°)
1.21000000000000e+002	(1.28248572472041e+002dB,8.99887052387926e+001°)
1.22000000000000e+002	(1.28346206406265e+002dB,8.99885541870504e+001°)
1.23000000000000e+002	(1.28443563927753e+002dB,8.99884012800294e+001°)
1.24000000000000e+002	(1.28540657377095e+002dB,8.99882464804565e+001°)
1.25000000000000e+002	(1.28637498922772e+002dB,8.99880897502001e+001°)
1.26000000000000e+002	(1.28734100569663e+002dB,8.99879310502442e+001°)
1.27000000000000e+002	(1.28830474167280e+002dB,8.99877703406623e+001°)
1.28000000000000e+002	(1.28926631417787e+002dB,8.99876075805898e+001°)
1.29000000000000e+002	(1.29022583883787e+002dB,8.99874427281959e+001°)
1.30000000000000e+002	(1.29118342995897e+002dB,8.99872757406542e+001°)
1.31000000000000e+002	(1.29213920060141e+002dB,8.99871065741121e+001°)
1.32000000000000e+002	(1.29309326265155e+002dB,8.99869351836601e+001°)
1.33000000000000e+002	(1.29404572689207e+002dB,8.99867615232983e+001°)
1.34000000000000e+002	(1.29499670307083e+002dB,8.99865855459033e+001°)
1.35000000000000e+002	(1.29594629996804e+002dB,8.99864072031929e+001°)
1.36000000000000e+002	(1.29689462546207e+002dB,8.99862264456897e+001°)
1.37000000000000e+002	(1.29784178659413e+002dB,8.99860432226840e+001°)
1.38000000000000e+002	(1.29878788963156e+002dB,8.99858574821941e+001°)
1.39000000000000e+002	(1.29973304013015e+002dB,8.99856691709262e+001°)
1.40000000000000e+002	(1.30067734299548e+002dB,8.99854782342322e+001°)
1.41000000000000e+002	(1.30162090254327e+002dB,8.99852846160662e+001°)
1.42000000000000e+002	(1.30256382255895e+002dB,8.99850882589390e+001°)
1.43000000000000e+002	(1.30350620635653e+002dB,8.99848891038714e+001°)
1.44000000000000e+002	(1.30444815683674e+002dB,8.99846870903447e+001°)
1.45000000000000e+002	(1.30538977654465e+002dB,8.99844821562507e+001°)
1.46000000000000e+002	(1.30633116772680e+002dB,8.99842742378384e+001°)
1.47000000000000e+002	(1.30727243238793e+002dB,8.99840632696592e+001°)
1.48000000000000e+002	(1.30821367234724e+002dB,8.99838491845101e+001°)
1.49000000000000e+002	(1.30915498929461e+002dB,8.99836319133741e+001°)
1.50000000000000e+002	(1.31009648484649e+002dB,8.99834113853586e+001°)
1.51000000000000e+002	(1.31103826060164e+002dB,8.99831875276313e+001°)
1.52000000000000e+002	(1.31198041819703e+002dB,8.99829602653531e+001°)
1.53000000000000e+002	(1.31292305936359e+002dB,8.99827295216085e+001°)
1.54000000000000e+002	(1.31386628598212e+002dB,8.99824952173335e+001°)
1.55000000000000e+002	(1.31481020013950e+002dB,8.99822572712396e+001°)
1.56000000000000e+002	(1.31575490418506e+002dB,8.99820155997354e+001°)
1.57000000000000e+002	(1.31670050078729e+002dB,8.99817701168444e+001°)
1.58000000000000e+002	(1.31764709299104e+002dB,8.99815207341197e+001°)
1.59000000000000e+002	(1.31859478427521e+002dB,8.99812673605548e+001°)
1.60000000000000e+002	(1.31954367861095e+002dB,8.99810099024900e+001°)
1.61000000000000e+002	(1.32049388052061e+002dB,8.99807482635163e+001°)
1.62000000000000e+002	(1.32144549513740e+002dB,8.99804823443731e+001°)
1.63000000000000e+002	(1.32239862826586e+002dB,8.99802120428430e+001°)
1.64000000000000e+002	(1.32335338644328e+002dB,8.99799372536409e+001°)
1.65000000000000e+002	(1.32430987700216e+002dB,8.99796578682986e+001°)
1.66000000000000e+002	(1.32526820813358e+002dB,8.99793737750442e+001°)
1.67000000000000e+002	(1.32622848895214e+002dB,8.99790848586755e+001°)
1.68000000000000e+002	(1.32719082956172e+002dB,8.99787910004284e+001°)
1.69000000000000e+002	(1.32815534112309e+002dB,8.99784920778387e+001°)
1.70000000000000e+002	(1.32912213592262e+002dB,8.99781879645972e+001°)
1.71000000000000e+002	(1.33009132744292e+002dB,8.99778785303990e+001°)
1.72000000000000e+002	(1.33106303043503e+002dB,8.99775636407841e+001°)
1.73000000000000e+002	(1.33203736099244e+002dB,8.99772431569724e+001°)
1.74000000000000e+002	(1.33301443662720e+002dB,8.99769169356887e+001°)
1.75000000000000e+002	(1.33399437634801e+002dB,8.99765848289807e+001°)
1.76000000000000e+002	(1.33497730074059e+002dB,8.99762466840276e+001°)
1.77000000000000e+002	(1.33596333205037e+002dB,8.99759023429390e+001°)
1.78000000000000e+002	(1.33695259426781e+002dB,8.99755516425444e+001°)
1.79000000000000e+002	(1.33794521321627e+002dB,8.99751944141717e+001°)
1.80000000000000e+002	(1.33894131664278e+002dB,8.99748304834146e+001°)
1.81000000000000e+002	(1.33994103431183e+002dB,8.99744596698881e+001°)
1.82000000000000e+002	(1.34094449810230e+002dB,8.99740817869721e+001°)
1.83000000000000e+002	(1.34195184210791e+002dB,8.99736966415403e+001°)
1.84000000000000e+002	(1.34296320274099e+002dB,8.99733040336768e+001°)
1.85000000000000e+002	(1.34397871884037e+002dB,8.99729037563757e+001°)
1.86000000000000e+002	(1.34499853178305e+002dB,8.99724955952268e+001°)
1.87000000000000e+002	(1.34602278560025e+002dB,8.99720793280826e+001°)
1.88000000000000e+002	(1.34705162709797e+002dB,8.99716547247086e+001°)
1.89000000000000e+002	(1.34808520598223e+002dB,8.99712215464138e+001°)
1.90000000000000e+002	(1.34912367498955e+002dB,8.99707795456611e+001°)
1.91000000000000e+002	(1.35016719002270e+002dB,8.99703284656559e+001°)
1.92000000000000e+002	(1.35121591029204e+002dB,8.99698680399116e+001°)
1.93000000000000e+002	(1.35226999846312e+002dB,8.99693979917905e+001°)
1.94000000000000e+002	(1.35332962081049e+002dB,8.99689180340186e+001°)
1.95000000000000e+002	(1.35439494737838e+002dB,8.99684278681721e+001°)
1.96000000000000e+002	(1.35546615214846e+002dB,8.99679271841341e+001°)
1.97000000000000e+002	(1.35654341321541e+002dB,8.99674156595190e+001°)
1.98000000000000e+002	(1.35762691297049e+002dB,8.99668929590634e+001°)
1.99000000000000e+002	(1.35871683829356e+002dB,8.99663587339793e+001°)
2.00000000000000e+002	(1.35981338075459e+002dB,8.99658126212692e+001°)
2.01000000000000e+002	(1.36091673682455e+002dB,8.99652542429985e+001°)
2.02000000000000e+002	(1.36202710809676e+002dB,8.99646832055226e+001°)
2.03000000000000e+002	(1.36314470151925e+002dB,8.99640990986668e+001°)
2.04000000000000e+002	(1.36426972963871e+002dB,8.99635014948526e+001°)
2.05000000000000e+002	(1.36540241085707e+002dB,8.99628899481702e+001°)
2.06000000000000e+002	(1.36654296970098e+002dB,8.99622639933889e+001°)
2.07000000000000e+002	(1.36769163710590e+002dB,8.99616231449048e+001°)
2.08000000000000e+002	(1.36884865071488e+002dB,8.99609668956178e+001°)
2.09000000000000e+002	(1.37001425519357e+002dB,8.99602947157341e+001°)
2.10000000000000e+002	(1.37118870256241e+002dB,8.99596060514878e+001°)
2.11000000000000e+002	(1.37237225254726e+002dB,8.99589003237751e+001°)
2.12000000000000e+002	(1.37356517294947e+002dB,8.99581769266946e+001°)
2.13000000000000e+002	(1.37476774003709e+002dB,8.99574352259849e+001°)
2.14000000000000e+002	(1.37598023895861e+002dB,8.99566745573524e+001°)
2.15000000000000e+002	(1.37720296418069e+002dB,8.99558942246795e+001°)
2.16000000000000e+002	(1.37843621995184e+002dB,8.99550934981024e+001°)
2.17000000000000e+002	(1.37968032079378e+002dB,8.99542716119488e+001°)
2.18000000000000e+002	(1.38093559202264e+002dB,8.99534277625224e+001°)
2.19000000000000e+002	(1.38220237030222e+002dB,8.99525611057210e+001°)
2.20000000000000e+002	(1.38348100423162e+002dB,8.99516707544733e+001°)
2.21000000000000e+002	(1.38477185497013e+002dB,8.99507557759786e+001°)
2.22000000000000e+002	(1.38607529690200e+002dB,8.99498151887307e+001°)
2.23000000000000e+002	(1.38739171834443e+002dB,8.99488479593069e+001°)
2.24000000000000e+002	(1.38872152230211e+002dB,8.99478529988997e+001°)
2.25000000000000e+002	(1.39006512727227e+002dB,8.99468291595667e+001°)
2.26000000000000e+002	(1.39142296810395e+002dB,8.99457752301718e+001°)
2.27000000000000e+002	(1.39279549691661e+002dB,8.99446899319884e+001°)
2.28000000000000e+002	(1.39418318408243e+002dB,8.99435719139293e+001°)
2.29000000000000e+002	(1.39558651927838e+002dB,8.99424197473682e+001°)
2.30000000000000e+002	(1.39700601261337e+002dB,8.99412319205101e+001°)
2.31000000000000e+002	(1.39844219583783e+002dB,8.99400068322636e+001°)
2.32000000000000e+002	(1.39989562364256e+002dB,8.99387427855644e+001°)
2.33000000000000e+002	(1.40136687505500e+002dB,8.99374379800904e+001°)
2.34000000000000e+002	(1.40285655494209e+002dB,8.99360905043039e+001°)
2.35000000000000e+002	(1.40436529562939e+002dB,8.99346983267463e+001°)
2.36000000000000e+002	(1.40589375864774e+002dB,8.99332592865021e+001°)
2.37000000000000e+002	(1.40744263661930e+002dB,8.99317710827396e+001°)
2.38000000000000e+002	(1.40901265529727e+002dB,8.99302312632202e+001°)
2.39000000000000e+002	(1.41060457577375e+002dB,8.99286372116578e+001°)
2.40000000000000e+002	(1.41221919687352e+002dB,8.99269861337896e+001°)
2.41000000000000e+002	(1.41385735775224e+002dB,8.99252750420046e+001°)
2.42000000000000e+002	(1.41551994072086e+002dB,8.99235007383506e+001°)
2.43000000000000e+002	(1.41720787431989e+002dB,8.99216597957182e+001°)
2.44000000000000e+002	(1.41892213667119e+002dB,8.99197485369679e+001°)
2.45000000000000e+002	(1.42066375913727e+002dB,8.99177630117348e+001°)
2.46000000000000e+002	(1.42243383032309e+002dB,8.99156989706021e+001°)
2.47000000000000e+002	(1.42423350045934e+002dB,8.99135518362898e+001°)
2.48000000000000e+002	(1.42606398621194e+002dB,8.99113166714474e+001°)
2.49000000000000e+002	(1.42792657596838e+002dB,8.99089881425748e+001°)
2.50000000000000e+002	(1.42982263565881e+002dB,8.99065604795169e+001°)
2.51000000000000e+002	(1.43175361517810e+002dB,8.99040274298854e+001°)
2.52000000000000e+002	(1.43372105548544e+002dB,8.99013822076506e+001°)
2.53000000000000e+002	(1.43572659646838e+002dB,8.98986174350145e+001°)
2.54000000000000e+002	(1.43777198567269e+002dB,8.98957250765181e+001°)
2.55000000000000e+002	(1.43985908801552e+002dB,8.98926963641436e+001°)
2.56000000000000e+002	(1.44198989661666e+002dB,8.98895217119450e+001°)
2.57000000000000e+002	(1.44416654490747e+002dB,8.98861906184556e+001°)
2.58000000000000e+002	(1.44639132020173e+002dB,8.98826915547813e+001°)
2.59000000000000e+002	(1.44866667894575e+002dB,8.98790118358712e+001°)
2.60000000000000e+002	(1.45099526390402e+002dB,8.98751374719353e+001°)
2.61000000000000e+002	(1.45337992358196e+002dB,8.98710529963472e+001°)
2.62000000000000e+002	(1.45582373424543e+002dB,8.98667412655694e+001°)
2.63000000000000e+002	(1.45833002496498e+002dB,8.98621832256485e+001°)
2.64000000000000e+002	(1.46090240619712e+002dB,8.98573576385767e+001°)
2.65000000000000e+002	(1.46354480252027e+002dB,8.98522407602353e+001°)
2.66000000000000e+002	(1.46626149027138e+002dB,8.98468059596201e+001°)
2.67000000000000e+002	(1.46905714099104e+002dB,8.98410232664690e+001°)
2.68000000000000e+002	(1.47193687178761e+002dB,8.98348588310765e+001°)
2.69000000000000e+002	(1.47490630398531e+002dB,8.98282742757432e+001°)
2.70000000000000e+002	(1.47797163174857e+002dB,8.98212259116220e+001°)
2.71000000000000e+002	(1.48113970278966e+002dB,8.98136637872001e+001°)
2.72000000000000e+002	(1.48441811380697e+002dB,8.98055305246219e+001°)
2.73000000000000e+002	(1.48781532400310e+002dB,8.97967598865309e+001°)
2.74000000000000e+002	(1.49134079095451e+002dB,8.97872749977051e+001°)
2.75000000000000e+002	(1.49500513433175e+002dB,8.97769861204181e+001°)
2.76000000000000e+002	(1.49882033461430e+002dB,8.97657878471704e+001°)
2.77000000000000e+002	(1.50279997617892e+002dB,8.97535555246415e+001°)
2.78000000000000e+002	(1.50695954720889e+002dB,8.97401406515020e+001°)
2.79000000000000e+002	(1.51131681314746e+002dB,8.97253648893079e+001°)
2.80000000000000e+002	(1.51589228645740e+002dB,8.97090121730757e+001°)
2.81000000000000e+002	(1.52070982411623e+002dB,8.96908181788104e+001°)
2.82000000000000e+002	(1.52579739693591e+002dB,8.96704560538847e+001°)
2.83000000000000e+002	(1.53118809363517e+002dB,8.96475167660397e+001°)
2.84000000000000e+002	(1.53692145124159e+002dB,8.96214815445704e+001°)
2.85000000000000e+002	(1.54304524798560e+002dB,8.95916824343230e+001°)
2.86000000000000e+002	(1.54961796612245e+002dB,8.95572445173037e+001°)
2.87000000000000e+002	(1.55671224947706e+002dB,8.95169990277615e+001°)
2.88000000000000e+002	(1.56441988048734e+002dB,8.94693486868846e+001°)
2.89000000000000e+002	(1.57285915587183e+002dB,8.94120515102827e+001°)
2.90000000000000e+002	(1.58218619730804e+002dB,8.93418590458664e+001°)
2.91000000000000e+002	(1.59261302011144e+002dB,8.92538802420909e+001°)
2.92000000000000e+002	(1.60443786997239e+002dB,8.91403930714685e+001°)
2.93000000000000e+002	(1.61809941370473e+002dB,8.89884500419222e+001°)
2.94000000000000e+002	(1.63428155596661e+002dB,8.87745589874589e+001°)
2.95000000000000e+002	(1.65413892754718e+002dB,8.84512074066363e+001°)
2.96000000000000e+002	(1.67986090850144e+002dB,8.79056385262492e+001°)
2.97000000000000e+002	(1.71645606496968e+002dB,8.67894968560237e+001°)
2.98000000000000e+002	(1.78053302070444e+002dB,8.32365971970122e+001°)
2.99000000000000e+002	(1.94253441990740e+002dB,-4.01219477715748e+001°)
3.00000000000000e+002	(1.76493863896462e+002dB,-8.42880198436686e+001°)
3.01000000000000e+002	(1.70883595573028e+002dB,-8.69924672744316e+001°)
3.02000000000000e+002	(1.67503068530632e+002dB,-8.79509856616156e+001°)
3.03000000000000e+002	(1.65078382939464e+002dB,-8.84413441833140e+001°)
3.04000000000000e+002	(1.63187386648158e+002dB,-8.87391277411373e+001°)
3.05000000000000e+002	(1.61637492011672e+002dB,-8.89391205857312e+001°)
3.06000000000000e+002	(1.60324550584133e+002dB,-8.90826747788991e+001°)
3.07000000000000e+002	(1.59185835207934e+002dB,-8.91907086991289e+001°)
3.08000000000000e+002	(1.58180627681091e+002dB,-8.92749401224403e+001°)
3.09000000000000e+002	(1.57280993543644e+002dB,-8.93424433466257e+001°)
3.10000000000000e+002	(1.56466934645773e+002dB,-8.93977419171116e+001°)
3.11000000000000e+002	(1.55723641471243e+002dB,-8.94438631788073e+001°)
3.12000000000000e+002	(1.55039840334548e+002dB,-8.94829096172220e+001°)
3.13000000000000e+002	(1.54406750378404e+002dB,-8.95163869727939e+001°)
3.14000000000000e+002	(1.53817398858636e+002dB,-8.95454019252137e+001°)
3.15000000000000e+002	(1.53266156478553e+002dB,-8.95707860773705e+001°)
3.16000000000000e+002	(1.52748413015453e+002dB,-8.95931764195276e+001°)
3.17000000000000e+002	(1.52260345294321e+002dB,-8.96130691104507e+001°)
3.18000000000000e+002	(1.51798747653247e+002dB,-8.96308563579348e+001°)
3.19000000000000e+002	(1.51360905732383e+002dB,-8.96468522864345e+001°)
3.20000000000000e+002	(1.50944500944920e+002dB,-8.96613114465350e+001°)
3.21000000000000e+002	(1.50547537093190e+002dB,-8.96744422976192e+001°)
3.22000000000000e+002	(1.50168283241812e+002dB,-8.96864171874565e+001°)
3.23000000000000e+002	(1.49805228708817e+002dB,-8.96973798465050e+001°)
3.24000000000000e+002	(1.49457047215430e+002dB,-8.97074510902242e+001°)
3.25000000000000e+002	(1.49122568045214e+002dB,-8.97167332101462e+001°)
3.26000000000000e+002	(1.48800752629933e+002dB,-8.97253133924845e+001°)
3.27000000000000e+002	(1.48490675380944e+002dB,-8.97332664066008e+001°)
3.28000000000000e+002	(1.48191507874812e+002dB,-8.97406567390023e+001°)
3.29000000000000e+002	(1.47902505712341e+002dB,-8.97475403018542e+001°)
3.30000000000000e+002	(1.47622997526635e+002dB,-8.97539658117920e+001°)
3.31000000000000e+002	(1.47352375731588e+002dB,-8.97599759109519e+001°)
3.32000000000000e+002	(1.47090088690337e+002dB,-8.97656080847459e+001°)
3.33000000000000e+002	(1.46835634049932e+002dB,-8.97708954181134e+001°)
3.34000000000000e+002	(1.46588553039759e+002dB,-8.97758672224722e+001°)
3.35000000000000e+002	(1.46348425571298e+002dB,-8.97805495584419e+001°)
3.36000000000000e+002	(1.46114866007629e+002dB,-8.97849656740134e+001°)
3.37000000000000e+002	(1.45887519495886e+002dB,-8.97891363736996e+001°)
3.38000000000000e+002	(1.45666058774980e+002dB,-8.97930803310276e+001°)
3.39000000000000e+002	(1.45450181386634e+002dB,-8.97968143542635e+001°)
3.40000000000000e+002	(1.45239607229999e+002dB,-8.98003536133385e+001°)
3.41000000000000e+002	(1.45034076410407e+002dB,-8.98037118344255e+001°)
3.42000000000000e+002	(1.44833347340638e+002dB,-8.98069014674249e+001°)
3.43000000000000e+002	(1.44637195060108e+002dB,-8.98099338306564e+001°)
3.44000000000000e+002	(1.44445409742506e+002dB,-8.98128192362995e+001°)
3.45000000000000e+002	(1.44257795367165e+002dB,-8.98155670995025e+001°)
3.46000000000000e+002	(1.44074168533055e+002dB,-8.98181860335900e+001°)
3.47000000000000e+002	(1.43894357397353e+002dB,-8.98206839333915e+001°)
3.48000000000000e+002	(1.43718200723322e+002dB,-8.98230680483851e+001°)
3.49000000000000e+002	(1.43545547024137e+002dB,-8.98253450470792e+001°)
3.50000000000000e+002	(1.43376253791385e+002dB,-8.98275210738328e+001°)
3.51000000000000e+002	(1.43210186798332e+002dB,-8.98296017991311e+001°)
3.52000000000000e+002	(1.43047219469430e+002dB,-8.98315924641778e+001°)
3.53000000000000e+002	(1.42887232308671e+002dB,-8.98334979205415e+001°)
3.54000000000000e+002	(1.42730112380300e+002dB,-8.98353226654825e+001°)
3.55000000000000e+002	(1.42575752836225e+002dB,-8.98370708735010e+001°)
3.56000000000000e+002	(1.42424052485207e+002dB,-8.98387464245687e+001°)
3.57000000000000e+002	(1.42274915399435e+002dB,-8.98403529294440e+001°)
3.58000000000000e+002	(1.42128250554690e+002dB,-8.98418937524158e+001°)
3.59000000000000e+002	(1.41983971500705e+002dB,-8.98433720317759e+001°)
3.60000000000000e+002	(1.41841996058705e+002dB,-8.98447906982805e+001°)
3.61000000000000e+002	(1.41702246043529e+002dB,-8.98461524918261e+001°)
3.62000000000000e+002	(1.41564647007936e+002dB,-8.98474599765393e+001°)
3.63000000000000e+002	(1.41429128007013e+002dB,-8.98487155544539e+001°)
3.64000000000000e+002	(1.41295621380823e+002dB,-8.98499214779254e+001°)
3.65000000000000e+002	(1.41164062553624e+002dB,-8.98510798609186e+001°)
